	subject	target_sentence	db_cond	response	threshold
214	sub01	Englische Kriminalromane sind ihm die liebste Lektüre.	10.0	 Englische Kriminalromane sind ihm die liebste Lektüre.	wordlists_allcorrect
215	sub01	Über die Felder weht ein Wind	1.0	 Über die Felder weht ein Wind.	wordlists_allcorrect
216	sub01	Morgen wird es neblig und eiskalt.	2.0	 Morgen wird es neblig und eiskalt.	wordlists_allcorrect
217	sub01	Unsere Söhne lieben flotte Tänze.	10.0	 Unsere Söhne lieben flotte Tänze.	wordlists_allcorrect
218	sub01	In der Wüste flirrt die Hitze.	2.0	 Die Friseurin malt kleine Kunstwerke in Haare.	wordlists_allcorrect
219	sub01	Die Melodie klingt nach Sommer.	10.0	 Die Melodie klingt nach Sommer.	wordlists_allcorrect
220	sub01	Sie liest ein Buch in der Sonne.	10.0	 Sie liest ein Buch in der Sonne.	wordlists_allcorrect
221	sub01	Die Kaffeetasse klirrt beim Frühstück.	0.0	 Die Kaffeetasse klirrt am Frühstück.	wordlists_allcorrect
222	sub01	Wir hören den plätschernden Bach	2.0	 Wir erhöhen den Platz an dem Bach.	wordlists_allcorrect
223	sub01	Du hilfst mir beim Fernstudium.	10.0	 Ich spiel beim Färbenstudio.	wordlists_allcorrect
224	sub01	Die Blumen blühen bunt im Blumenkasten.	1.0	 Die Blumen blühen bunt im Blumenkasten.	wordlists_allcorrect
225	sub01	Zum Ausweis gehört ein Lichtbild.	0.0	 Zum Ausweis gehört ein Lichtbild.	wordlists_allcorrect
226	sub01	Das war jetzt aber ein schöner Tag.	2.0	 Das war jetzt aber ein schöner Tag.	wordlists_allcorrect
227	sub01	Kinder spielen fröhlich im Park.	1.0	 Kinder spielen fröhlich im Park.	wordlists_allcorrect
228	sub01	Vor der Hütte sitzt ein großer Heuhaufen.	10.0	 Vor der Hütte sitzt ein großer Heuhaufen.	wordlists_allcorrect
229	sub01	Der Bus fährt durch die Stadt.	10.0	 Der Bus fährt durch die Stadt.	wordlists_allcorrect
230	sub01	Im Gebirge glitzern die schneebedeckten Gipfel.	1.0	 Im Gebirge glitzern die schneebedeckten Gipfel.	wordlists_allcorrect
231	sub01	Die Straßenlaternen leuchten im Abendnebel.	-2.0	 Die Straßenlaternen leuchten, habe ich nicht verstanden, im Nebel.	wordlists_allcorrect
232	sub01	Der Löwe schleicht im Käfig umher.	-1.0	 Der Löwe schleicht im Käfig umher.	wordlists_allcorrect
233	sub01	Auf dem Gehweg quietschen Kinderfahrräder.	10.0	 Auf dem Gehweg quietschen Kinderfahrräder.	wordlists_allcorrect
234	sub01	Sportliche Jugendliche treffen sich am Fluss.	-2.0	 Sportliche Jugendliche treffen sich am Fluss.	wordlists_allcorrect
235	sub01	Ein Paar tanzt unter dem Sternenhimmel.	1.0	 Ein Paar tanzt unter dem Sternenhimmel.	wordlists_allcorrect
236	sub01	Die Rinder sind noch auf der Weide.	-2.0	 Die Rinder sind noch auf der Weide.	wordlists_allcorrect
237	sub01	Der Briefträger bringt die Post.	0.0	 Der Briefträger bringt die Post.	wordlists_allcorrect
238	sub01	Der Kaffeeplausch wurde von Ameisen gestört.	-2.0	 Kaffee.	wordlists_allcorrect
0	sub03	Die Musik erklingt sanft im Raum.	-2.0	 nicht verstanden.	wordlists_1correct
1	sub03	Der Nachbar sang unter der Dusche Oper.	0.0	 der Nachbar.	wordlists_1correct
2	sub03	Wild pfeift der Wind durch die Wände.	0.0	 Licht pfeift der Wind durch die Wälder.	wordlists_1correct
3	sub03	Sein Blick fiel auf den Boden.	1.0	 Sein Blick fiel auf den Boden.	wordlists_1correct
4	sub03	Der Frosch sprang rein ins Täschchen.	2.0	 Der Frosch sprang rein ins Täschchen.	wordlists_1correct
5	sub03	Ein bunter Schmetterling tanzt im Sonnenlicht.	2.0	Ein bunter Schmetterling tanzt.	wordlists_1correct
6	sub03	Wir haben ein Abteil extra für uns.	1.0	 Nicht verstanden.	wordlists_1correct
7	sub03	Die Gärtnerin tanzt zwischen den Blumenbeeten.	2.0	 Die Gärtnerin tanzt zwischen den Blumenbeeten.	wordlists_1correct
8	sub03	Kinder spielen fröhlich im Park.	10.0	 Kinder spielen fröhlich im Park.	wordlists_1correct
9	sub03	Die Blumen blühen bunt im Blumenkasten.	2.0	 Die Blumen blühen bunt im Blumenkasten.	wordlists_1correct
10	sub03	Auch der Elefant ist ein Geschöpf Gottes.	-1.0	 Nicht verstanden.	wordlists_1correct
11	sub03	Schnupfen stört uns natürlich sehr.	2.0	 Schnupfen stört uns natürlich sehr.	wordlists_1correct
12	sub03	Die Waschmaschine summt sanft im Hintergrund.	1.0	 Die Waschmaschine lief sanft im Hintergrund.	wordlists_1correct
13	sub03	Die weiße Leinwand wird vom Maler beschriftet.	0.0	 Die weiße Leinwand wird vom Maler	wordlists_1correct
14	sub03	Der Besitz des Kiosks ist rechtlich verpfändet.	10.0	 Der Besitz vom Kiosk ist rechtlich verpfändet.	wordlists_1correct
15	sub03	Manche Menschen vertragen keine Erdbeeren.	-1.0	 Manche Menschen vertragen keine Erdbeeren.	wordlists_1correct
16	sub03	Der Bus hupt vor der belebten Haltestelle.	10.0	 Der Bus ruht vor der belegten Haltestelle.	wordlists_1correct
17	sub03	Das Fahrrad rollt leise über Kopfsteinpflaster.	-2.0	 Nicht verstanden.	wordlists_1correct
18	sub03	Böse Menschen verdienen ihre Strafe.	1.0	 Böse Menschen verdienen ihre Strafe.	wordlists_1correct
19	sub03	Ihr Lachen hallte durch den leeren Park.	10.0	Ihr Lachen hallte durch den leeren Park.	wordlists_1correct
20	sub03	Auf dem Dach singt fröhlich ein Vogel.	10.0	 Auf dem Dach singt fröhlich ein Vogel.	wordlists_1correct
21	sub03	Senioren machen morgendliche Gymnastik im Park.	2.0	 Senioren machen morgendliche Gymnastik im Park.	wordlists_1correct
22	sub03	Einige Busse fahren heute später.	10.0	 Einige Busse fahren heute später.	wordlists_1correct
23	sub03	Die Freunde teilen Geschichten am Lagerfeuer.	-1.0	 Freunde teilen.	wordlists_1correct
24	sub03	Die Tomate im Kühlschrank keimte.	-1.0	 die Tomate im Kühlschrank altert.	wordlists_1correct
25	sub03	Sie trägt ein Lächeln im Gesicht.	10.0	 Sie trägt ein Lächeln im Gesicht.	wordlists_1correct
26	sub03	Im Dschungel herrscht skrupellose Lebensform.	1.0	 im Tunnel herrscht.	wordlists_1correct
27	sub03	Vater mischt gleich die Karten.	1.0	 Nicht verstanden.	wordlists_1correct
28	sub03	Der alte Baum erzählte vom Leben.	1.0	 Der alte Baum.	wordlists_1correct
29	sub03	Die Hochzeit versammelt Familie und Freunde.	2.0	 Die Hochzeit versammelt Familie und Freunde.	wordlists_1correct
30	sub03	Über die Felder weht ein Wind	10.0	 Über die Felder weht ein Wind.	wordlists_1correct
31	sub03	Unruhig tanzen Blätter im Sonnenschein.	10.0	 Tanzen Blätter im Sonnenschein.	wordlists_1correct
32	sub03	Der Arzt untersucht den Patienten.	0.0	 Der Arzt untersucht den Patienten.	wordlists_1correct
33	sub03	Der Kaffee duftet sehr verlockend.	0.0	 Der Kaffee duftet sehr verlockend.	wordlists_1correct
34	sub03	Die Blumen blühen im Garten.	2.0	Die Blumen blühen im Garten.	wordlists_1correct
35	sub03	Die Wolken malen Geschichten am Himmel.	2.0	Nicht verstanden.	wordlists_1correct
36	sub03	Fünf Filmtitel müssen wir aufschreiben.	1.0	 Nicht verstanden.	wordlists_1correct
37	sub03	Die Straßen sind voller fröhlicher Passanten.	-2.0	 Die Straßen sind voller Passanten.	wordlists_1correct
38	sub03	Die Entscheidung darfst du selbst fällen.	1.0	 Die Entscheidung darfst du selbst fällen.	wordlists_1correct
39	sub03	Am blauen Himmel ziehen die Wolken	10.0	 Am blauen Himmel ziehen die Wolken.	wordlists_1correct
40	sub03	Ein Musiker verzaubert die Menschenmenge.	1.0	 Ein Musiker verzaubert die Menschenmenge.	wordlists_1correct
41	sub03	Eine Gruppe Freunde lacht in der Bar.	1.0	 Eine Gruppe Freunde lacht.	wordlists_1correct
42	sub03	Ängstlich begreifst du Omas Lage.	-1.0	 Ängstlich begreifst du Omas Lage.	wordlists_1correct
43	sub03	Der Regen klopft ans Fenster.	2.0	 Der Regen klopft ans Fenster.	wordlists_1correct
44	sub03	Das Echo trägt Gedichte fort.	-1.0	trägt Gedichte fort.	wordlists_1correct
45	sub03	In der Wüste flirrt die Hitze.	10.0	 Die Friseurin malt kleine Kunstwerke in Haare.	wordlists_1correct
46	sub03	Die Melodie klingt nach Sommer.	0.0	 Die Lilie riecht nach Sommer.	wordlists_1correct
47	sub03	Sein Singen erfüllte den stillen Wald.	-1.0	 Sein Singen erfüllte den schönen Wald.	wordlists_1correct
48	sub03	Der Nachbar trägt heute einen bunten Anzug.	-2.0	 der Nachbar.	wordlists_1correct
49	sub03	Zum Ausweis gehört ein Lichtbild.	2.0	 Zum Ausweis gehört ein Lichtbild.	wordlists_1correct
50	sub03	Verkehrsampeln leuchten grün, gelb, rot.	-2.0	 Verkehrsampeln leuchten grün, gelb, rot.	wordlists_1correct
51	sub03	Sie liest ein Buch in der Sonne.	10.0	 Sie liest ein Buch in der Sonne.	wordlists_1correct
52	sub03	Öfen brauchen Kohlen und Briketts.	1.0	 Nicht verstanden.	wordlists_1correct
53	sub03	Durch Wald und Feld führt unser Weg.	10.0	 Durch Wald und Feld führt unser Weg.	wordlists_1correct
54	sub03	Messer und Gabel liegen neben dem Teller.	0.0	 Messer und Gabel liegen neben dem Teller.	wordlists_1correct
55	sub03	Seine Frau macht ein trauriges Gesicht.	1.0	 Seine Frau macht ein trauriges Gesicht.	wordlists_1correct
56	sub03	Am Himmel fliegt ein Schwarm Zugvögel vorbei.	10.0	 Am Himmel fliegt ein Schwarm Zugvögel vorbei.	wordlists_1correct
57	sub03	Unser Doktor besucht Vater täglich.	0.0	 Nicht verstanden.	wordlists_1correct
58	sub03	Ein Lächeln erhellt das Gesicht.	10.0	 Ein Lächeln erhellt das Gesicht.	wordlists_1correct
59	sub03	Schulkinder müssen Rechnen und Schreiben lernen.	0.0	 Schulkinder müssen Rechen und Schreiben lernen.	wordlists_1correct
60	sub03	Die Hilfsmannschaft setzt sich in Marsch.	1.0	 Die Mannschaft setzt sich in Marsch.	wordlists_1correct
61	sub03	Die Familie genießt gemeinsames Abendessen.	1.0	 Die Familie genießt gemeinsames Abendessen.	wordlists_1correct
62	sub03	Das Licht tanzte über dem Fluss.	-1.0	 Das Licht tanzte über den Fluss.	wordlists_1correct
63	sub03	Der Fluss plätschert sanft durch das Tal.	-2.0	 Der Fluss plätschert übers Tal.	wordlists_1correct
64	sub03	Diese Gegend nennt man Sandwüste.	-1.0	 Diese Gegend nennt man Sandwüste.	wordlists_1correct
65	sub03	Diese Mannschaft schoss gleich drei Tore.	1.0	 Diese Mannschaft schoss drei Tore.	wordlists_1correct
66	sub03	Die Musiker unterhalten Passanten mit ihrer Musik.	1.0	 Die Musiker unterhalten den gesamten...	wordlists_1correct
67	sub03	Ein leiser Windhauch streift die Wiesen.	-1.0	 Ein leiser Windhauch treibt.	wordlists_1correct
68	sub03	Im Meer tummeln sich faszinierende Lebensformen.	-1.0	 nicht verstanden.	wordlists_1correct
69	sub03	Die Katze schläft auf dem Sofa	2.0	 Die Katze schläft auf dem Sofa.	wordlists_1correct
70	sub03	Die Blumen blühen im Winter blau.	0.0	 Die Blumen blühen im Winter blau.	wordlists_1correct
71	sub03	Die Rinder sind noch auf der Weide.	-1.0	 Die Rinder sind noch auf der Weide.	wordlists_1correct
72	sub03	Der alte Baum knarrt bei jedem Windstoß.	2.0	 Der alte Baum an jedem Windstoß.	wordlists_1correct
73	sub03	Der Kaffeeplausch wurde von Ameisen gestört.	10.0	 Der Kaffeeplausch wurde von Ameisen gestört.	wordlists_1correct
74	sub03	Die Treppe führt ins kuschelige Schlafzimmer.	2.0	 Kuscheliges Schlafzimmer.	wordlists_1correct
75	sub03	Prinzipiell müssen alle Hunde ein Halsband tragen.	1.0	 Prinzipiell müssen alle	wordlists_1correct
76	sub03	Morgen wird es neblig und eiskalt.	0.0	 Draußen wird es neblig und euch kalt.	wordlists_1correct
77	sub03	Danach tut eine Wanderung gut.	0.0	 Nicht verstanden.	wordlists_1correct
78	sub03	Wenn der Schnee schmilzt, kommt der Frühling.	-2.0	 Nicht verstanden.	wordlists_1correct
79	sub03	Adler fliegen tausend Meter hoch.	-1.0	 Nicht verstanden.	wordlists_1correct
80	sub03	Der Lehrer erklärt schwierige Konzepte.	2.0	 Nicht verstanden.	wordlists_1correct
81	sub03	Der Laptop surft schnell im Internet.	1.0	 Der Laptop surft schnell im Internet.	wordlists_1correct
82	sub03	Stehend macht man seine Aussage.	1.0	 Stehend macht man seine Aussage.	wordlists_1correct
83	sub03	Ein älteres Ehepaar tanzt auf der Hochzeitsfeier.	-1.0	 Ein älteres Ehepaar tanzt auf der Hochzeitsfeier.	wordlists_1correct
84	sub03	Ein freundliches Lächeln erhellt den Tag.	0.0	 Ein freundliches Lächeln erhellt den Tag.	wordlists_1correct
85	sub03	Der Kamin verbreitet wohlige Wärme.	1.0	 Der Kamin verbreitet wohlige Wärme.	wordlists_1correct
86	sub03	Vor der Hütte sitzt ein großer Heuhaufen.	10.0	 Vor der Hütte sitzt ein großer Heuhaufen.	wordlists_1correct
87	sub03	Nicht alle Menschen verkraften den Linksverkehr sofort.	0.0	 nicht alle Menschen verkraften.	wordlists_1correct
88	sub03	Unserer Tante fehlt gar nichts.	-2.0	 nicht verstanden.	wordlists_1correct
89	sub03	Der Nachbar trägt immer Hüte.	1.0	 der Nachbar.	wordlists_1correct
90	sub03	Die Sonne scheint am blauen Himmel.	0.0	 Die Sonne scheint am blauen Himmel.	wordlists_1correct
91	sub03	Draußen fliegt die Landschaft vorbei.	10.0	 Draußen fliegt die Landschaft vorbei.	wordlists_1correct
92	sub03	Du hilfst mir beim Fernstudium.	2.0	 Du hilfst mir beim Fernstudium.	wordlists_1correct
93	sub03	Nach der harten Arbeit brauche ich Zerstreuung.	-2.0	 Nach der harten Arbeit braucht's...	wordlists_1correct
94	sub03	Der Bus fährt durch die Stadt.	-2.0	 Der Bus fährt durch die Stadt.	wordlists_1correct
95	sub03	Sie isst kein salziges Gericht.	-1.0	 Nicht verstanden.	wordlists_1correct
96	sub03	Wir wollen heute spazieren gehen.	2.0	 Wir wollen heute spazieren gehen.	wordlists_1correct
97	sub03	Kollegen feiern den Abschluss eines erfolgreichen Projekts.	2.0	 Wir feiern den Abschluss eines erfolgreichen Projekts.	wordlists_1correct
98	sub03	Der Wecker klingelt zur gewohnten Zeit.	-1.0	 Der Wettkampf beginnt zur gewohnten Zeit.	wordlists_1correct
99	sub03	Der Kaffee dampft in den Tassen.	-2.0	 Nicht verstanden.	wordlists_1correct
100	sub03	Wir hören den plätschernden Bach	-2.0	 Wir hören gut.	wordlists_1correct
101	sub03	Sportliche Jugendliche treffen sich am Fluss.	2.0	 Sportliche Jugendliche treffen sich am Fluss.	wordlists_1correct
102	sub03	Nach diesen Sturmböen herrscht ein furchtbares Chaos.	1.0	 Nach diesen Sturmböen herrscht ein furchtbares Chaos.	wordlists_1correct
103	sub03	Am Samstag öffnet der Kiosk erstmals.	2.0	 Am Samstag öffnet der Kiosk erstmals.	wordlists_1correct
104	sub03	Nicht jeder verträgt kaltes Bier.	-1.0	 Nicht jeder verträgt kaltes Bier.	wordlists_1correct
105	sub03	Im Park traf ich meinen Deutschlehrer.	-2.0	 Im Park trifft man...	wordlists_1correct
106	sub03	Er hat eine sprunghafte Gangart.	1.0	 er hat eine sprunghafte	wordlists_1correct
107	sub03	Das kalte Licht leuchtet am Morgen.	0.0	 Das kalte Licht leuchtet am Morgen.	wordlists_1correct
108	sub03	Durch die Straßen zieht eine kalte Brise.	-1.0	 Durch die Straßen zieht ein kalter	wordlists_1correct
109	sub03	Der Raureif zaubert Diamanten auf Blätter.	-2.0	 Der Raureif zeichnet Diamanten auf Blätter.	wordlists_1correct
110	sub03	Zwölf Wanderer wollen den Gipfel erklimmen.	2.0	 Zwölf Wanderer wollen den Gipfel erklimmen.	wordlists_1correct
111	sub03	Jeden Freitag gibt's frischen Fisch.	0.0	 Jeden Freitag gibt's frischen Fisch.	wordlists_1correct
112	sub03	Die Freunde treffen sich am See.	0.0	 Freunde treffen sich am See.	wordlists_1correct
113	sub03	Frische Gardinen hängen am Fenster.	1.0	 Nicht verstanden.	wordlists_1correct
114	sub03	Der Kaffee duftet verführerisch am Morgen.	1.0	 Der Kaffee duftet verführerisch am Morgen.	wordlists_1correct
115	sub03	Mein Chef hat eine seltsame Frisur.	-1.0	 Mein Chef hat ein seltsames...	wordlists_1correct
116	sub03	Autos fahren auf der Straße.	0.0	 Autos fahren auf der Straße.	wordlists_1correct
117	sub03	Achtlos wirft der Knirps Matsch durchs Eckfenster.	-2.0	 acht los	wordlists_1correct
118	sub03	Du bewirbst dich bei der gepflegten Wirtschaftsbank.	-1.0	 Nicht verstanden.	wordlists_1correct
119	sub03	Die Kartoffeln gehören zum Mittagessen	-1.0	 Die Kartoffeln gehören zu den	wordlists_1correct
120	sub03	Seine Worte schwebten wie Schmetterlinge.	2.0	 Seine Worte wie Schmetterlinge.	wordlists_1correct
121	sub03	Der Polizist spielt Gitarre für die Nachbarschaft.	1.0	 Der Polizist spielt die Schere für die Nachbarschaft.	wordlists_1correct
122	sub03	Schnaps im Tee verfälscht das Aroma.	2.0	 Schnaps im Tee verfälscht das Aroma.	wordlists_1correct
123	sub03	Diese Durchsage ist ohne Gewähr.	10.0	 Diese Durchsage ist ohne Gewähr.	wordlists_1correct
124	sub03	In ihrem Blick lag eine tiefe Sehnsucht.	0.0	 Sehnsucht.	wordlists_1correct
125	sub03	Er gewinnt sechs Spiele nacheinander.	-2.0	 Nicht verstanden.	wordlists_1correct
126	sub03	Die Sterne funkeln am Nachthimmel.	2.0	 Die Sterne funkeln im Nachthimmel.	wordlists_1correct
127	sub03	Sie hat die Neuigkeit mit Genugtuung aufgenommen.	-1.0	 Nicht verstanden.	wordlists_1correct
128	sub03	Das Wasser kocht auf dem Herd.	2.0	 Das Wasser kocht auf dem Herd.	wordlists_1correct
129	sub03	Der Fernseher zeigt die Nachrichten.	1.0	 Der Fernseher zeigt die Nachrichten.	wordlists_1correct
130	sub03	Der gelbe Küchenofen sorgt für Wärme	1.0	 Nicht verstanden.	wordlists_1correct
131	sub03	Sie läuft entspannt am Strand entlang.	-2.0	 Sie läuft entspannt am Strand entlang.	wordlists_1correct
132	sub03	Der Regen prasselt auf das Dachfenster.	0.0	 Der Regen prasselt auf das Dachfenster.	wordlists_1correct
133	sub03	Heute jeder Strauß Blumen zwei Mark.	0.0	 Strauß Blumen	wordlists_1correct
134	sub03	Der Fernseher spielt eigenwillige Liebesfilme.	0.0	 Der Fernseher spielt Liebesfilme.	wordlists_1correct
135	sub03	Unsere Söhne lieben flotte Tänze.	0.0	 Unsere Söhne.	wordlists_1correct
136	sub03	Die Verkäuferin hat einen ungewöhnlichen Akzent.	-2.0	 Die Verkäuferin.	wordlists_1correct
137	sub03	Die Kaffeetasse klirrt beim Frühstück.	1.0	 Die Kaffeetasse klirrt beim Frühstück.	wordlists_1correct
138	sub03	Die Katze schnurrt zufrieden auf dem Sofa.	-1.0	 Die Katze schnurrt zufrieden auf dem Sofa.	wordlists_1correct
139	sub03	Diese zarten Blumen welken rasch.	0.0	 Diese zarten Blumen welken rasch.	wordlists_1correct
140	sub03	Im Wald plätschert eine dunkle Quelle.	10.0	 Im Wald plätschert eine dunkle Quelle.	wordlists_1correct
141	sub03	Das amtliche Amtsblatt liegt überm Durchschnitt.	-1.0	 Das amtliche Amtsblatt liegt über dem Durchschnitt.	wordlists_1correct
142	sub03	Das Café ist Treffpunkt für Gespräche.	10.0	 Das Café ist Treffpunkt für Gespräche.	wordlists_1correct
143	sub03	Vater will sich eine Pfeife anzünden	0.0	 Vater will sich eine Pfeife anzünden.	wordlists_1correct
144	sub03	Die Krankenschwester jongliert mit Medikamenten.	0.0	 Die Krankenschwester jongliert mit Medikamenten.	wordlists_1correct
145	sub03	Das Buch liegt auf dem gemütlichen Sofa.	1.0	 Das Buch liegt auf dem gemütlichen Sofa.	wordlists_1correct
146	sub03	Die Tür knarrt laut beim Öffnen.	10.0	 Die Tür knallt laut beim Öffnen.	wordlists_1correct
147	sub03	In der Galerie bewundern Besucher zeitgenössische Kunst.	1.0	 In der Galerie sehen Besucher zeitgenössische Kunst.	wordlists_1correct
148	sub03	Der Pflug zieht tiefe Furchen.	0.0	 Der Pflug zieht tiefe Furchen.	wordlists_1correct
149	sub03	Sechs Mädchen wollen Schwester werden.	-2.0	 Nicht verstanden.	wordlists_1correct
150	sub03	Auf dem Gehweg quietschen Kinderfahrräder.	2.0	 Auf dem Gehweg liegen Kinderfahrräder.	wordlists_1correct
151	sub03	In der Bucht glitzern die silbernen Wellen.	-1.0	 Silber	wordlists_1correct
152	sub03	Der Briefträger bringt die Post.	-1.0	 Der Briefträger bringt die Post.	wordlists_1correct
153	sub03	Im Geschäft stehen viele Leute	1.0	Im Geschäft stehen viele Leute.	wordlists_1correct
154	sub03	Die Sonne strahlt am wolkenlosen Himmel.	-2.0	 Die Sonne scheint am.	wordlists_1correct
